Timestamp,Estado,MAR,Ceño,Texto
16:57:23,NEUTRAL,0.11,0.222,pero aquel que dice mira mira este
16:57:23,NEUTRAL,0.16,0.213,pero aquel que dice mira mira este
16:57:23,NEUTRAL,0.17,0.207,pero aquel que dice mira mira este
16:57:23,NEUTRAL,0.19,0.210,pero aquel que dice mira mira este
16:57:23,NEUTRAL,0.23,0.201,pero aquel que dice mira mira este
16:57:23,NEUTRAL,0.23,0.205,pero aquel que dice mira mira este
16:57:23,NEUTRAL,0.24,0.206,pero aquel que dice mira mira este
16:57:23,NEUTRAL,0.22,0.207,pero aquel que dice mira mira este
16:57:23,NEUTRAL,0.25,0.206,pero aquel que dice mira mira este
16:57:23,NEUTRAL,0.02,0.214,pero aquel que dice mira mira este
16:57:23,NEUTRAL,0.08,0.209,pero aquel que dice mira mira este
16:57:24,NEUTRAL,0.01,0.219,pero aquel que dice mira mira este
16:57:24,NEUTRAL,0.01,0.219,pero aquel que dice mira mira esto
16:57:24,NEUTRAL,0.01,0.224,pero aquel que dice mira mira esto
16:57:24,NEUTRAL,0.01,0.223,pero aquel que dice mira mira esto
16:57:24,NEUTRAL,0.01,0.211,pero aquel que dice mira mira esto
16:57:24,NEUTRAL,0.01,0.216,pero aquel que dice mira mira esto
16:57:24,NEUTRAL,0.02,0.213,pero aquel que dice mira mira esto
16:57:24,NEUTRAL,0.03,0.218,pero aquel que dice mira mira esto
16:57:24,NEUTRAL,0.00,0.218,pero aquel que dice mira mira esto
16:57:24,NEUTRAL,0.01,0.210,pero aquel que dice mira mira esto
16:57:24,NEUTRAL,0.01,0.215,pero aquel que dice mira mira esto
16:57:24,NEUTRAL,0.01,0.217,pero aquel que dice mira mira esto
16:57:24,NEUTRAL,0.00,0.223,pero aquel que dice mira mira esto
16:57:24,NEUTRAL,0.01,0.206,pero aquel que dice mira mira esto
16:57:24,NEUTRAL,0.20,0.207,pero aquel que dice mira mira esto
16:57:24,NEUTRAL,0.20,0.207,pero aquel que dice mira mira esto
16:57:24,NEUTRAL,0.19,0.223,pero aquel que dice mira mira esto
16:57:24,NEUTRAL,0.15,0.215,pero aquel que dice mira mira esto
16:57:24,NEUTRAL,0.01,0.218,pero aquel que dice mira mira esto
16:57:25,NEUTRAL,0.02,0.220,pero aquel que dice mira mira esto
16:57:25,NEUTRAL,0.00,0.220,pero aquel que dice mira mira esto
16:57:25,NEUTRAL,0.00,0.225,pero aquel que dice mira mira esto
16:57:25,NEUTRAL,0.01,0.217,pero aquel que dice mira mira esto
16:57:25,NEUTRAL,0.01,0.220,pero aquel que dice mira mira esto
16:57:25,NEUTRAL,0.01,0.217,pero aquel que dice mira mira esto
16:57:25,NEUTRAL,0.01,0.216,pero aquel que dice mira mira esto
16:57:25,NEUTRAL,0.00,0.205,pero aquel que dice mira mira esto
16:57:25,NEUTRAL,0.00,0.204,pero aquel que dice mira mira esto
16:57:25,NEUTRAL,0.15,0.207,pero aquel que dice mira mira esto
16:57:25,NEUTRAL,0.01,0.209,pero aquel que dice mira mira esto
16:57:25,NEUTRAL,0.01,0.221,pero aquel que dice mira mira esto
16:57:25,NEUTRAL,0.01,0.217,pero aquel que dice mira mira esto
16:57:25,NEUTRAL,0.01,0.209,pero aquel que dice mira mira esto
16:57:25,NEUTRAL,0.00,0.207,pero aquel que dice mira mira esto
16:57:25,NEUTRAL,0.01,0.204,pero aquel que dice mira mira esto
16:57:25,NEUTRAL,0.01,0.205,pero aquel que dice mira mira esto
16:57:25,NEUTRAL,0.01,0.223,pero aquel que dice mira mira esto
16:57:26,NEUTRAL,0.02,0.213,pero aquel que dice mira mira esto
16:57:26,NEUTRAL,0.01,0.216,pero aquel que dice mira mira esto
16:57:26,NEUTRAL,0.03,0.208,pero aquel que dice mira mira esto
16:57:26,NEUTRAL,0.13,0.216,pero aquel que dice mira mira esto
16:57:26,NEUTRAL,0.30,0.204,pero aquel que dice mira mira esto
16:57:26,NEUTRAL,0.10,0.194,pero aquel que dice mira mira esto
16:57:26,NEUTRAL,0.02,0.199,pero aquel que dice mira mira esto
16:57:26,NEUTRAL,0.23,0.207,pero aquel que dice mira mira esto
16:57:26,NEUTRAL,0.15,0.202,pero aquel que dice mira mira esto
16:57:26,NEUTRAL,0.19,0.214,pero aquel que dice mira mira esto
16:57:26,NEUTRAL,0.01,0.206,pero aquel que dice mira mira esto
16:57:26,NEUTRAL,0.02,0.196,pero aquel que dice mira mira esto
16:57:26,NEUTRAL,0.01,0.207,pero aquel que dice mira mira esto
16:57:26,NEUTRAL,0.02,0.206,pero aquel que dice mira mira esto
16:57:26,NEUTRAL,0.02,0.204,pero aquel que dice mira mira esto
16:57:26,NEUTRAL,0.01,0.204,pero aquel que dice mira mira esto
16:57:27,NEUTRAL,0.04,0.197,pero aquel que dice mira mira esto
16:57:27,NEUTRAL,0.17,0.205,pero aquel que dice mira mira esto
16:57:27,NEUTRAL,0.30,0.201,pero aquel que dice mira mira esto
16:57:27,NEUTRAL,0.19,0.215,pero aquel que dice mira mira esto
16:57:27,NEUTRAL,0.25,0.212,pero aquel que dice mira mira esto
16:57:27,NEUTRAL,0.30,0.205,pero aquel que dice mira mira esto
16:57:27,NEUTRAL,0.07,0.212,pero aquel que dice mira mira esto
16:57:27,NEUTRAL,0.30,0.202,pero aquel que dice mira mira esto
16:57:27,NEUTRAL,0.19,0.211,pero aquel que dice mira mira esto
16:57:27,NEUTRAL,0.09,0.217,pero aquel que dice mira mira esto
16:57:27,NEUTRAL,0.04,0.216,pero aquel que dice mira mira esto
16:57:27,NEUTRAL,0.03,0.204,pero aquel que dice mira mira esto
16:57:27,NEUTRAL,0.21,0.227,pero aquel que dice mira mira esto
16:57:27,NEUTRAL,0.05,0.216,pero aquel que dice mira mira esto
16:57:27,NEUTRAL,0.23,0.213,pero aquel que dice mira mira esto
16:57:27,NEUTRAL,0.22,0.210,pero aquel que dice mira mira esto
16:57:27,NEUTRAL,0.15,0.209,pero aquel que dice mira mira esto
16:57:27,NEUTRAL,0.16,0.208,pero aquel que dice mira mira esto
16:57:28,NEUTRAL,0.05,0.213,pero aquel que dice mira mira esto
16:57:28,NEUTRAL,0.25,0.218,pero aquel que dice mira mira esto
16:57:28,NEUTRAL,0.07,0.215,pero aquel que dice mira mira esto
16:57:28,NEUTRAL,0.22,0.219,pero aquel que dice mira mira esto
16:57:28,NEUTRAL,0.06,0.225,pero aquel que dice mira mira esto
16:57:28,NEUTRAL,0.04,0.223,pero aquel que dice mira mira esto
16:57:28,NEUTRAL,0.07,0.223,pero aquel que dice mira mira esto
16:57:28,NEUTRAL,0.06,0.223,pero aquel que dice mira mira esto
16:57:28,NEUTRAL,0.02,0.221,pero aquel que dice mira mira esto
16:57:28,NEUTRAL,0.03,0.218,hola
16:57:28,NEUTRAL,0.02,0.220,hola
16:57:28,NEUTRAL,0.16,0.212,hola
16:57:28,NEUTRAL,0.22,0.208,hola
16:57:28,NEUTRAL,0.27,0.202,hola
16:57:28,NEUTRAL,0.03,0.213,hola
16:57:28,NEUTRAL,0.32,0.208,hola
16:57:28,NEUTRAL,0.06,0.220,hola para
16:57:28,NEUTRAL,0.23,0.219,hola para
16:57:28,NEUTRAL,0.12,0.225,hola para
16:57:28,NEUTRAL,0.28,0.211,hola para
16:57:29,NEUTRAL,0.27,0.205,hola para
16:57:29,NEUTRAL,0.23,0.201,hola para
16:57:29,NEUTRAL,0.04,0.212,hola para
16:57:29,NEUTRAL,0.06,0.208,hola para
16:57:29,NEUTRAL,0.27,0.198,hola para
16:57:29,NEUTRAL,0.19,0.204,hola para
16:57:29,NEUTRAL,0.18,0.200,hola para
16:57:29,NEUTRAL,0.11,0.187,hola para
16:57:29,NEUTRAL,0.07,0.209,hola para
16:57:29,NEUTRAL,0.17,0.200,para
16:57:29,NEUTRAL,0.22,0.211,para
16:57:29,NEUTRAL,0.09,0.213,para
16:57:29,NEUTRAL,0.32,0.207,para
16:57:29,NEUTRAL,0.09,0.203,para
16:57:29,NEUTRAL,0.21,0.208,hoy
16:57:29,NEUTRAL,0.05,0.217,hoy
16:57:29,NEUTRAL,0.20,0.218,hoy
16:57:29,NEUTRAL,0.29,0.216,hoy
16:57:29,NEUTRAL,0.23,0.224,hoy
16:57:30,NEUTRAL,0.25,0.221,la olla
16:57:30,NEUTRAL,0.21,0.213,la olla
16:57:30,NEUTRAL,0.02,0.216,la olla
16:57:30,NEUTRAL,0.01,0.219,la olla
16:57:30,NEUTRAL,0.00,0.217,la olla
16:57:30,NEUTRAL,0.12,0.189,la olla
16:57:30,NEUTRAL,0.13,0.213,la olla
16:57:30,NEUTRAL,0.14,0.214,la olla
16:57:30,NEUTRAL,0.22,0.209,la olla
16:57:30,NEUTRAL,0.18,0.197,la olla opa hoy
16:57:30,NEUTRAL,0.18,0.202,la olla opa hoy
16:57:30,NEUTRAL,0.05,0.210,la olla opa hoy
16:57:30,NEUTRAL,0.33,0.208,la olla opa hoy
16:57:30,NEUTRAL,0.04,0.216,la olla opa hoy
16:57:30,NEUTRAL,0.13,0.210,la olla opa hoy he mandado
16:57:30,NEUTRAL,0.02,0.222,la olla opa hoy he mandado
16:57:30,NEUTRAL,0.07,0.208,la olla opa hoy he mandado
16:57:30,NEUTRAL,0.03,0.218,la olla opa hoy he mandado
16:57:30,NEUTRAL,0.03,0.234,la olla opa hoy he mandado
16:57:31,NEUTRAL,0.04,0.228,la olla opa oye
16:57:31,NEUTRAL,0.05,0.227,la olla opa oye
16:57:31,NEUTRAL,0.01,0.210,la olla opa oye
16:57:31,NEUTRAL,0.01,0.215,la olla opa oye
16:57:31,NEUTRAL,0.01,0.208,la olla opa oye mandaras
16:57:31,NEUTRAL,0.01,0.217,la olla opa oye mandaras
16:57:31,NEUTRAL,0.01,0.217,la olla opa oye mandaras
16:57:31,NEUTRAL,0.02,0.215,la olla opa oye mandaras
16:57:31,NEUTRAL,0.02,0.220,la olla opa oye mandaras
16:57:31,NEUTRAL,0.03,0.212,la olla opa oye mandaras
16:57:31,NEUTRAL,0.04,0.213,la olla opa oye mandaras
16:57:31,NEUTRAL,0.05,0.217,la olla opa oye mandaras
16:57:31,NEUTRAL,0.02,0.221,la olla opa oye mandaras
16:57:31,NEUTRAL,0.03,0.219,la olla opa oye mandaras
16:57:31,NEUTRAL,0.02,0.210,la olla opa oye mandaras
16:57:31,NEUTRAL,0.01,0.216,la olla opa oye mandaras
16:57:31,NEUTRAL,0.02,0.212,la olla opa oye mandaras darás
16:57:31,NEUTRAL,0.02,0.211,la olla opa oye mandaras darás
16:57:31,NEUTRAL,0.01,0.215,la olla opa oye mandaras darás
16:57:31,NEUTRAL,0.01,0.212,la olla opa oye mandaras darás
16:57:32,NEUTRAL,0.00,0.213,la olla opa oye mandaras darás video
16:57:32,NEUTRAL,0.01,0.216,la olla opa oye mandaras darás video
16:57:32,NEUTRAL,0.01,0.218,la olla opa oye mandaras darás video
16:57:32,NEUTRAL,0.01,0.219,la olla opa oye mandaras darás video
16:57:32,NEUTRAL,0.02,0.225,la olla opa oye mandaras darás video
16:57:32,NEUTRAL,0.02,0.223,la olla opa oye mandaras darás video
16:57:32,NEUTRAL,0.02,0.230,la olla opa oye mandaras darás video llamada
16:57:32,NEUTRAL,0.02,0.225,la olla opa oye mandaras darás video llamada
16:57:32,NEUTRAL,0.02,0.229,la olla opa oye mandaras darás video llamada
16:57:32,NEUTRAL,0.03,0.224,la olla opa oye mandaras darás video llamada
16:57:32,NEUTRAL,0.04,0.226,la olla opa oye mandaras darás video llamada
16:57:32,NEUTRAL,0.05,0.224,la olla opa oye mandaras darás video llamada de cerrado
16:57:32,NEUTRAL,0.04,0.225,la olla opa oye mandaras darás video llamada de cerrado
16:57:32,NEUTRAL,0.04,0.228,la olla opa oye mandaras darás video llamada de cerrado
16:57:32,NEUTRAL,0.02,0.225,la olla opa oye mandaras darás video llamada de cerrado
16:57:32,NEUTRAL,0.01,0.218,la olla opa oye mandaras darás video llamada de cerrado
16:57:32,NEUTRAL,0.02,0.224,la olla opa oye mandaras darás video llamada de cerrato le dice
16:57:32,NEUTRAL,0.02,0.227,la olla opa oye mandaras darás video llamada de cerrato le dice
16:57:32,NEUTRAL,0.02,0.228,la olla opa oye mandaras darás video llamada de cerrato le dice
16:57:33,NEUTRAL,0.01,0.225,la olla opa oye mandaras darás video llamada de cerrato le dice
16:57:33,NEUTRAL,0.02,0.230,la olla opa oye mandaras darás video llamada de cerrato le dices al
16:57:33,NEUTRAL,0.01,0.227,la olla opa oye mandaras darás video llamada de cerrato le dices al
16:57:33,NEUTRAL,0.02,0.224,la olla opa oye mandaras darás video llamada de cerrato le dices al
16:57:33,NEUTRAL,0.03,0.230,la olla opa oye mandaras darás video llamada de cerrato le dices al
16:57:33,NEUTRAL,0.02,0.222,la olla opa oye mandaras darás video llamada de cerrato le dices al
16:57:33,NEUTRAL,0.01,0.224,la olla opa oye mandaras darás video llamada de cerrato le dices al
16:57:33,NEUTRAL,0.02,0.229,la olla opa oye mandaras darás video llamada de cerrato le dices a alguien que te
16:57:33,NEUTRAL,0.02,0.226,la olla opa oye mandaras darás video llamada de cerrato le dices a alguien que te
16:57:33,NEUTRAL,0.01,0.220,la olla opa oye mandaras darás video llamada de cerrato le dices a alguien que te
16:57:33,NEUTRAL,0.01,0.218,la olla opa oye mandaras darás video llamada de cerrato le dices a alguien que te
16:57:33,NEUTRAL,0.01,0.223,la olla opa oye mandaras darás video llamada de cerrato le dices a alguien que te
16:57:33,NEUTRAL,0.04,0.220,la olla opa oye mandaras darás video llamada de cerrato le dices a alguien que te
16:57:33,NEUTRAL,0.03,0.214,la olla opa oye mandaras darás video llamada de cerrato le dices a alguien que te
16:57:33,NEUTRAL,0.01,0.216,la olla opa oye mandaras darás video llamada de cerrato le dices a alguien que te
16:57:33,NEUTRAL,0.01,0.216,la olla opa oye mandaras darás video llamada de cerrato le dices a alguien que te
16:57:33,NEUTRAL,0.01,0.228,la olla opa oye mandaras darás video llamada de cerrato le dices a alguien que te gravita
16:57:33,NEUTRAL,0.01,0.218,la olla opa oye mandaras darás video llamada de cerrato le dices a alguien que te gravita
16:57:33,NEUTRAL,0.02,0.221,la olla opa oye mandaras darás video llamada de cerrato le dices a alguien que te gravita
16:57:33,NEUTRAL,0.01,0.215,la olla opa oye mandaras darás video llamada de cerrato le dices a alguien que te gravita
16:57:34,NEUTRAL,0.04,0.220,la olla opa oye mandaras darás video llamada de cerrato le dices a alguien que te gravita
16:57:34,NEUTRAL,0.01,0.217,la olla opa oye mandaras darás video llamada de cerrato le dices a alguien que te gravita
16:57:34,NEUTRAL,0.00,0.224,la olla opa oye mandaras darás video llamada de cerrato le dices a alguien que te gravita escuchar
16:57:34,NEUTRAL,0.01,0.225,la olla opa oye mandaras darás video llamada de cerrato le dices a alguien que te gravita escuchar
16:57:34,NEUTRAL,0.03,0.218,la olla opa oye mandaras darás video llamada de cerrato le dices a alguien que te gravita escuchar
16:57:34,NEUTRAL,0.15,0.213,la olla opa oye mandaras darás video llamada de cerrato le dices a alguien que te gravita escuchar
16:57:34,NEUTRAL,0.10,0.216,la olla opa oye mandaras darás video llamada de cerrato le dices a alguien que te gravita escuchar
16:57:34,NEUTRAL,0.03,0.220,la olla opa oye mandaras darás video llamada de cerrato le dices a alguien que te gravita escuchar
16:57:34,NEUTRAL,0.03,0.229,la olla opa oye mandaras darás video llamada de cerrato le dices a alguien que te gravita escuchar
16:57:34,NEUTRAL,0.05,0.215,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:34,NEUTRAL,0.01,0.223,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:34,NEUTRAL,0.01,0.220,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:34,NEUTRAL,0.01,0.217,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:34,NEUTRAL,0.01,0.222,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:34,NEUTRAL,0.01,0.220,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:34,NEUTRAL,0.01,0.207,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:34,NEUTRAL,0.01,0.219,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:34,NEUTRAL,0.01,0.223,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:35,NEUTRAL,0.01,0.250,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:35,NEUTRAL,0.01,0.251,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:35,NEUTRAL,0.02,0.240,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:35,NEUTRAL,0.01,0.221,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:35,NEUTRAL,0.01,0.219,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:35,NEUTRAL,0.04,0.215,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:35,NEUTRAL,0.01,0.229,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:35,NEUTRAL,0.00,0.232,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:35,NEUTRAL,0.01,0.232,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:35,NEUTRAL,0.01,0.238,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:35,NEUTRAL,0.01,0.229,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:35,NEUTRAL,0.04,0.231,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:35,NEUTRAL,0.01,0.226,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:35,NEUTRAL,0.03,0.223,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:35,NEUTRAL,0.01,0.225,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:35,NEUTRAL,0.01,0.237,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:35,NEUTRAL,0.01,0.234,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:35,NEUTRAL,0.01,0.229,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:35,NEUTRAL,0.01,0.255,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:35,NEUTRAL,0.01,0.230,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:36,NEUTRAL,0.03,0.223,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:36,NEUTRAL,0.01,0.240,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:36,NEUTRAL,0.02,0.231,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:36,NEUTRAL,0.01,0.251,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:36,NEUTRAL,0.01,0.247,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:36,NEUTRAL,0.07,0.244,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:36,NEUTRAL,0.03,0.252,hola para la olla opa oye mandaras darás video llamada de rato le dices a alguien que te te escucho de estocolmo
16:57:36,NEUTRAL,0.01,0.234,sí
16:57:36,NEUTRAL,0.04,0.232,sí
16:57:36,NEUTRAL,0.01,0.227,sí
16:57:36,NEUTRAL,0.00,0.231,sí sí sí
16:57:36,NEUTRAL,0.06,0.213,sí sí sí
16:57:36,NEUTRAL,0.03,0.218,sí sí sí
16:57:37,NEUTRAL,0.03,0.239,sí sí civil
16:57:37,NEUTRAL,0.01,0.219,sí sí civil
16:57:37,NEUTRAL,0.01,0.240,sí sí sí del equipo
16:57:37,NEUTRAL,0.00,1.000,sí sí sí del equipo
16:57:37,NEUTRAL,0.01,0.230,sí sí sí del equipo
16:57:37,NEUTRAL,0.03,0.252,sí sí sí dile que te
16:57:37,NEUTRAL,0.21,0.253,sí sí sí dile que te
16:57:37,NEUTRAL,0.14,0.269,sí sí sí dile que te
16:57:37,NEUTRAL,0.02,0.263,sí sí sí dile que te
16:57:37,NEUTRAL,0.02,0.256,sí sí sí dile que te
16:57:37,NEUTRAL,0.02,0.265,sí sí sí dile que te
16:57:37,NEUTRAL,0.01,0.258,sí sí sí dile que te
16:57:37,NEUTRAL,0.01,0.261,sí sí sí dile que te
16:57:37,NEUTRAL,0.01,0.260,sí sí sí dile que te
16:57:37,NEUTRAL,0.00,0.255,sí sí sí dile que te grave que me
16:57:38,NEUTRAL,0.04,0.225,sí sí sí dile que te grave que me
16:57:38,NEUTRAL,0.01,0.229,sí sí sí dile que te grave que me
16:57:38,NEUTRAL,0.02,0.224,sí sí sí dile que te grave que me
16:57:38,NEUTRAL,0.04,0.234,sí sí sí dile que te grave que me
16:57:38,NEUTRAL,0.06,0.235,sí sí sí dile que te grave que me
16:57:38,NEUTRAL,0.04,0.218,sí sí sí dile que te grave que me
16:57:38,NEUTRAL,0.03,0.217,sí sí sí dile que te grave que me plazas
16:57:38,NEUTRAL,0.01,0.222,sí sí sí dile que te grave que me plazas
16:57:38,NEUTRAL,0.01,0.218,sí sí sí dile que te grave que me plazas
16:57:38,NEUTRAL,0.01,0.212,sí sí sí dile que te grave que me pasa sale
16:57:38,NEUTRAL,0.03,0.233,sí sí sí dile que te grave que me pasa sale
16:57:38,NEUTRAL,0.01,0.214,sí sí sí dile que te grave que me pasa sale
16:57:38,NEUTRAL,0.01,0.213,sí sí sí dile que te grave que me pasa sale
16:57:38,NEUTRAL,0.04,0.210,sí sí sí dile que te grave que me pasa sale
16:57:38,NEUTRAL,0.06,0.212,sí sí sí dile que te grave que me pasa sale
16:57:38,NEUTRAL,0.02,0.217,sí sí sí dile que te grave que me pasa sale
16:57:38,NEUTRAL,0.01,0.218,sí sí sí dile que te grave que me pasa sale
16:57:38,NEUTRAL,0.04,0.213,sí sí sí dile que te grave que me pasa sale
16:57:38,NEUTRAL,0.02,0.202,sí sí sí dile que te grave que me pasa sale
16:57:38,NEUTRAL,0.01,0.205,sí sí sí dile que te grave que me pasa sale
16:57:39,NEUTRAL,0.01,0.211,sí sí sí dile que te grave que me pasa sale
16:57:39,NEUTRAL,0.01,0.220,sí sí sí dile que te grave que me pasa sale
16:57:39,NEUTRAL,0.01,0.226,sí sí sí dile que te grave que me pasa sale
16:57:39,NEUTRAL,0.01,0.230,sí sí sí dile que te grave que me pasa sale
16:57:39,NEUTRAL,0.06,0.227,sí sí sí dile que te grave que me pasa sale
16:57:39,NEUTRAL,0.02,0.225,sí sí sí dile que te grave que me pasa sale
16:57:39,NEUTRAL,0.01,0.221,sí sí sí dile que te grave que me pasa sale
16:57:39,NEUTRAL,0.01,0.222,sí sí sí dile que te grave que me pasa sale
16:57:39,NEUTRAL,0.01,0.216,sí sí sí dile que te grave que me pasa sale
16:57:39,NEUTRAL,0.01,0.216,sí sí sí dile que te grave tiene plazas reales
16:57:39,NEUTRAL,0.00,0.228,sí sí sí dile que te grave tiene plazas reales
16:57:39,NEUTRAL,0.02,0.219,sí sí sí dile que te grave tiene plazas reales
16:57:39,NEUTRAL,0.01,0.217,sí sí sí dile que te grave tiene plazas reales
16:57:39,NEUTRAL,0.01,0.221,sí sí sí dile que te grave tiene plazas reales
16:57:39,NEUTRAL,0.02,0.222,sí sí sí dile que te grave tiene plazas reales
16:57:39,NEUTRAL,0.08,0.227,sí sí sí dile que te grave tiene plazas reales
16:57:39,NEUTRAL,0.01,0.217,sí sí sí dile que te grave tiene plazas reales
16:57:39,NEUTRAL,0.00,0.218,sí sí sí dile que te grave tiene plazas reales
16:57:39,NEUTRAL,0.00,0.221,sí sí sí dile que te grave tiene plazas reales
16:57:39,NEUTRAL,0.00,0.212,sí sí sí dile que te grave tiene plazas reales
16:57:40,NEUTRAL,0.00,0.215,sí sí sí dile que te grave tiene plazas reales
16:57:40,NEUTRAL,0.01,0.215,sí sí sí dile que te grave tiene plazas reales
16:57:40,NEUTRAL,0.01,0.210,sí sí sí dile que te grave tiene plazas reales
16:57:40,NEUTRAL,0.06,0.206,sí sí sí dile que te grave tiene plazas reales
16:57:40,NEUTRAL,0.02,0.202,nada que
16:57:40,NEUTRAL,0.14,0.206,nada que
16:57:40,NEUTRAL,0.11,0.206,nada que
16:57:40,NEUTRAL,0.20,0.200,nada que
16:57:40,NEUTRAL,0.18,0.208,nada que
16:57:40,NEUTRAL,0.27,0.202,nada que
16:57:40,NEUTRAL,0.10,0.212,nada que temer
16:57:40,NEUTRAL,0.09,0.203,nada que temer
16:57:40,NEUTRAL,0.03,0.206,nada que temer
16:57:40,NEUTRAL,0.01,0.214,nada que temer
