Timestamp,Estado_Facial,Sentimiento_Texto,Congruencia,Texto
20:53:31,NEUTRAL,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos
20:53:32,NEUTRAL,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos
20:53:32,NEUTRAL,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos
20:53:32,NEUTRAL,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos
20:53:32,NEUTRAL,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos que
20:53:32,NEUTRAL,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos que
20:53:32,NEUTRAL,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos que
20:53:32,NEUTRAL,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos que
20:53:32,NEUTRAL,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un
20:53:32,NEUTRAL,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un
20:53:32,NEUTRAL,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo
20:53:32,HABLANDO,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo
20:53:32,NEUTRAL,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo
20:53:32,NEUTRAL,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo
20:53:32,NEUTRAL,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo
20:53:33,NEUTRAL,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo
20:53:33,NEUTRAL,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo
20:53:33,NEUTRAL,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para
20:53:33,NEUTRAL,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para
20:53:33,NEUTRAL,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para
20:53:33,NEUTRAL,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para
20:53:33,NEUTRAL,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para
20:53:33,NEUTRAL,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para
20:53:33,NEUTRAL,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para
20:53:33,NEUTRAL,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para
20:53:33,NEUTRAL,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mi negocio
20:53:33,NEUTRAL,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mi negocio
20:53:33,NEUTRAL,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mi negocio
20:53:33,NEUTRAL,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores
20:53:33,MANOS ARRIBA,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores
20:53:34,MANOS ARRIBA,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores
20:53:34,MANOS ARRIBA,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores
20:53:34,MANOS ARRIBA,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores
20:53:34,MANOS ARRIBA,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores
20:53:34,MANOS ARRIBA,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores
20:53:34,MANOS ARRIBA,NEUTRAL,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos
20:53:34,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos
20:53:34,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos
20:53:34,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos
20:53:34,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos
20:53:34,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos
20:53:34,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos
20:53:34,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada
20:53:35,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada
20:53:35,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada
20:53:35,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada
20:53:35,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de la
20:53:35,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de la
20:53:35,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de la
20:53:35,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de la
20:53:35,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche
20:53:35,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche
20:53:35,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche
20:53:35,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche
20:53:35,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche
20:53:35,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche
20:53:35,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche
20:53:35,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche
20:53:35,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche como del tamaño
20:53:36,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche como del tamaño
20:53:36,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche como del tamaño
20:53:36,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche como del tamaño
20:53:36,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche como estar en
20:53:36,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche como estar en
20:53:36,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche como estar en
20:53:36,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche como estar en
20:53:36,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche como estar en
20:53:36,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche como estar en
20:53:36,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche como estar en
20:53:36,MANOS ARRIBA,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche como estar en
20:53:36,NEUTRAL,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de
20:53:36,NEUTRAL,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de
20:53:36,HABLANDO,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de
20:53:37,NEUTRAL,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy
20:53:37,NEUTRAL,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy
20:53:37,NEUTRAL,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy
20:53:37,NEUTRAL,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy
20:53:37,NEUTRAL,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy
20:53:37,SONRIENDO,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy
20:53:37,SONRIENDO,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy
20:53:37,SONRIENDO,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy
20:53:37,SONRIENDO,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy
20:53:37,SONRIENDO,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy
20:53:37,SONRIENDO,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy
20:53:37,SONRIENDO,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy
20:53:37,SONRIENDO,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy
20:53:37,SONRIENDO,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy
20:53:38,NEUTRAL,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy
20:53:38,NEUTRAL,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy
20:53:38,NEUTRAL,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy
20:53:38,NEUTRAL,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy
20:53:38,NEUTRAL,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy entonces este
20:53:38,NEUTRAL,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy entonces este
20:53:38,NEUTRAL,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy entonces este
20:53:38,NEUTRAL,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy entonces este
20:53:38,NEUTRAL,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy entonces este
20:53:38,NEUTRAL,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy entonces este
20:53:38,SONRIENDO,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy entonces este
20:53:38,SONRIENDO,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy entonces este transcribe
20:53:38,SONRIENDO,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy entonces este transcribe
20:53:38,SONRIENDO,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy entonces este transcribe
20:53:38,SONRIENDO,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy entonces este transcribe
20:53:39,NEUTRAL,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy entonces este transcribe en tiempo
20:53:39,NEUTRAL,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy entonces este transcribe en tiempo
20:53:39,NEUTRAL,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy entonces este transcribe en tiempo
20:53:39,NEUTRAL,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy entonces este transcribe en tiempo real y
20:53:39,SONRIENDO,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy entonces este transcribe en tiempo real y
20:53:39,SONRIENDO,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy entonces este transcribe en tiempo real y
20:53:39,SONRIENDO,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy entonces este transcribe en tiempo real y
20:53:39,SONRIENDO,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy entonces este transcribe en tiempo real y también
20:53:40,SONRIENDO,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy entonces este transcribe en tiempo real y también
20:53:40,SONRIENDO,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy entonces este transcribe en tiempo real y también
20:53:40,SONRIENDO,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy entonces este transcribe en tiempo real y también te
20:53:40,SONRIENDO,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy entonces este transcribe en tiempo real y también te
20:53:40,NEUTRAL,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy entonces este transcribe en tiempo real y también te
20:53:40,NEUTRAL,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy entonces este transcribe en tiempo real y también te hace
20:53:41,HABLANDO,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy entonces este transcribe en tiempo real y también te hace
20:53:41,HABLANDO,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy entonces este transcribe en tiempo real y también te hace una
20:53:41,SONRIENDO,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy entonces este transcribe en tiempo real y también te hace un análisis
20:53:41,NEUTRAL,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy entonces este transcribe en tiempo real y también te hace un análisis
20:53:41,NEUTRAL,POSITIVO,COHERENTE,es un analizador en tiempo real un una transcripción de video que te dice hola muchachos con mis dan un saludo para mis mejores amigos limonada de leche cómo estará el día de hoy entonces este transcribe en tiempo real y también te hace un análisis
